code,product_name,brands,categories,nutriscore_grade,nova_group,ecoscore_grade,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,ingredients_text,allergens,additives_n,image_url,nutriscore_numeric,ecoscore_numeric
6111184001074,Confiture De Fraises 430 G,El Baraka,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits rouges,Confitures de fraises",d,4.0,b,256.0,0.5,0.1,63.0,62.0,0.5,0.5,0.02,"Fraises (56%), Sucre, gélifiant (E-440) et acidifiant (E-330).",,2.0,https://images.openfoodfacts.org/images/products/611/118/400/1074/front_fr.4.400.jpg,4.0,2.0
3760020507350,Pur beurre de cacahuète,Jardin Bio étic,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Petit-déjeuners,Produits à tartiner,Fruits à coques et dérivés,Pâtes à tartiner végétales,Produits à tartiner sucrés,Purées d'oléagineux,Beurres de légumineuses,Pâtes à tartiner,Beurres de fruits à coques,Beurres de cacahuètes",b,1.0,b,625.0,50.0,9.7,12.0,5.1,5.5,29.0,0.0,CACAHUETES issues de l'agriculture biologique. Peut contenir des traces de FRUITS A COQUE et de graines de SESAME.,en:peanuts,0.0,https://images.openfoodfacts.org/images/products/376/002/050/7350/front_en.257.400.jpg,2.0,2.0
8052575090254,Nocciolata bio,Rigoni di Asiago,"Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner aux noisettes et au cacao",e,4.0,b,544.0,32.0,5.7,54.0,51.0,3.6,8.1,0.12,"Sucre, pâte de noisettes 18,5%, huile de tournesol, lait écrémé en poudre, cacao maigre en poudre 6,5%, beurre de cacao, émulsifiant: lécithine de soja, extrait de vanille",,1.0,https://images.openfoodfacts.org/images/products/805/257/509/0254/front_en.43.400.jpg,5.0,2.0
6111162000716,Confiture d'abricot,Delicia,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures d'abricot",d,3.0,b,272.0,0.0,0.0,67.36,50.0,,0.41,0.0,"Abricots, sucre, acide citrique",,1.0,https://images.openfoodfacts.org/images/products/611/116/200/0716/front_fr.19.400.jpg,4.0,2.0
8076809513753,Pesto alla Genovese,Barilla,"Condiments,Sauces,Sauces pour pâtes,Sauces Pesto,en:Cooking Sauces,Pestos au basilic",e,4.0,c,492.0,47.0,5.3,11.0,5.0,3.0,4.7,3.2,"Huile de tournesol, basilic 30%, NOIX DE CAJOU, fromage Parmigiano Reggiano AOP 5% (LAIT), fibre de maïs, lactosérum en poudre (LAIT), sel, protéines de LAIT, arômes naturels (LAIT), huile d'olive vierge extra, sucre, correcteur d'acidité : acide lactique, ail. Peut contenir des traces d'autres FRUITS À COQUE.","en:milk,en:nuts",1.0,https://images.openfoodfacts.org/images/products/807/680/951/3753/front_en.347.400.jpg,5.0,3.0
16256163,poulain,Poulain,"Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads",e,4.0,d,522.0,28.0,5.1,60.0,59.0,3.5,5.4,0.1,"Sucre, huile de tournesol, noisettes, cacao en poudre (7%), lait écrémé en poudre, lactosérum en poudre, lactose, beurre de cacao, émulsifiant (lécithines de soja), arôme naturel de vanille.

Peut contenir autres fruits à coque.","en:milk,en:nuts,en:soybeans",1.0,https://images.openfoodfacts.org/images/products/000/001/625/6163/front_fr.85.400.jpg,5.0,4.0
3017620429484,Nutella,"Ferrero, Nutella","en:breakfasts, en:spreads, en:sweet-spreads, fr:pates-a-tartiner, en:hazelnut-spreads, en:chocolate-spreads, en:cocoa-and-hazelnuts-spreads, en:confectionary-based-spreads",e,4.0,e,539.0,30.9,10.6,57.5,56.3,,6.3,0.107,"Sucre, huile de palme, NOISETTES 13%, LAIT écrémé en poudre 8,7%, cacao maigre 7,4%, émulsifiants : lécithines [ SOJA ] vanilline","en:milk,en:nuts,en:soybeans",2.0,https://images.openfoodfacts.org/images/products/301/762/042/9484/front_en.373.400.jpg,5.0,5.0
6111184000213,El Baraka Confiture D'abricots 430 G,el baraka,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures d'abricot",d,4.0,b,244.0,0.0,0.0,60.5,50.0,0.0,0.44,0.25,"Ingrédienb'. Sucre, Abricots (50%), gélifiant : Pectine de fruits et correcteur d'acidité : acide citriques.",,2.0,https://images.openfoodfacts.org/images/products/611/118/400/0213/front_fr.20.400.jpg,4.0,2.0
59032823,nutella,"Ferrero,Nutella","Breakfasts,Spreads,Sweet spreads,Spreadable fats,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads,Confectionary based spreads,Creme-para-barrar-de-avelã,Creme-para-barrar-de-avelã-e-cacau,Pequenos-alomoços",e,4.0,e,539.0,30.9,10.6,57.5,56.3,3.5,6.3,0.107,"Sucre, huile de palme, _NOISETTES_ 13%, _LAIT_ écrémé en poudre 8,7%, cacao maigre 7,4%, émulsifiants : lécithines [_SOJA_] ; vanilline.","en:milk,en:nuts,en:soybeans",1.0,https://images.openfoodfacts.org/images/products/000/005/903/2823/front_fr.262.400.jpg,5.0,5.0
3608580124047,Be Nuts ! - Pâte à tartiner Cacahuète,Andros,"Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Beurres de cacahuètes",c,4.0,c,614.0,49.0,9.0,20.0,15.0,4.4,21.0,0.7,"Cacahuètes torréfiées 81%, sucre, beurre de cacao, huile de tournesol, sel, extrait de vanille, émulsifiant : lécithine de tournesol. Peut contenir des fruits à coque et des graines de sésame.",en:peanuts,1.0,https://images.openfoodfacts.org/images/products/360/858/012/4047/front_en.30.400.jpg,3.0,3.0
8000500179864,Nutella,"Ferrero,Nutella","Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads",e,4.0,d,539.0,30.9,10.6,57.2,56.3,3.0,6.3,0.11,"Sucre, graisse végétale (palme), noisettes (13%), lait écrémé en poudre (8,7%), cacao maigre en poudre (7,4%), émulsifiant: lécithines (soja)(0,43%), arôme: vanilline (0,02%).","en:milk,en:nuts,en:soybeans",2.0,https://images.openfoodfacts.org/images/products/800/050/017/9864/front_fr.152.400.jpg,5.0,4.0
6111250474405,Peripella,Peripella,Pâtes à tartiner aux noisettes et au cacao,e,4.0,d,555.0,35.0,4.3,53.0,52.0,3.6,5.1,0.13,"sucre, huile végétale et graisse végétale, lactosérum en poudre, poudre de cacao, pâte de noisettes, émulsifiants: lécithine de soja, arômes, antioxydants: E306 et E304i","en:milk,en:nuts,en:soybeans",3.0,https://images.openfoodfacts.org/images/products/611/125/047/4405/front_fr.28.400.jpg,5.0,4.0
3760091727732,Beurre bio cacahuète,Ethiquable,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Produits à tartiner,Pâtes à tartiner végétales,Purées d'oléagineux,Beurres de légumineuses,Beurres de cacahuètes",a,1.0,b,622.0,50.0,6.8,13.0,5.8,8.3,26.0,0.03,Arachide* 100%,"en:nuts,en:peanuts",0.0,https://images.openfoodfacts.org/images/products/376/009/172/7732/front_en.93.400.jpg,1.0,2.0
3366321052386,st hubert bio & végétal,st hubert,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner salés, Matières grasses à tartiner, Matières grasses végétales, Margarines, Margarines allégées, en:Margarine (Perishable)",d,4.0,a,495.0,55.0,20.0,0.0,0.0,,0.0,0.45,"Huiles végétales 54% (karité*, tournesol oléique* 14%, coco*, colza* 11%), eau, émulsifiant (lécithine de SOJA*), sel, arôme naturel de carotte, jus de citron*, stabilisant (pectine). *Ingrédients issus de l'agriculture biologique.","en:nuts,en:soybeans",2.0,https://images.openfoodfacts.org/images/products/336/632/105/2386/front_fr.2350.400.jpg,4.0,1.0
3327272107969,Menguy's Peanut 100%,Menguy's,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters",a,1.0,d,610.0,48.0,5.8,13.0,6.2,7.0,28.0,0.05,Cacahuetes 100%,en:peanuts,0.0,https://images.openfoodfacts.org/images/products/332/727/210/7969/front_en.59.400.jpg,1.0,4.0
5410126006957,Biscoff à tartiner,Lotus,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner au spéculoos",e,4.0,unknown,584.0,38.1,7.6,57.0,36.8,0.8,2.9,0.54,"farine de blé, sucre, huiles végétales (huile de palme issue de plantations durables et certifiées, huile de colza), sirop de sucre candi, poudre à lever (carbonate acide de sodium), farine de soja, sel, cannelle, huile de colza, sucre, émulsifiant (lécithine de soja), acidifiant (acide citrique)","en:gluten,en:soybeans",3.0,https://images.openfoodfacts.org/images/products/541/012/600/6957/front_en.161.400.jpg,5.0,
8198701234564,Pâte d'arachide,pâte d'arachide,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Plant-based spreads, Oilseed purees, Legume butters, Peanut butters, en:nut-butters",c,4.0,d,582.0,48.2,14.0,24.8,11.2,6.5,24.3,0.7,"cacahuetes tostados, aceite vegetal hidrogenado, azúcar, sal",,0.0,https://images.openfoodfacts.org/images/products/819/870/123/4564/front_es.11.400.jpg,3.0,4.0
3327272107259,Menguy's Beurre de cacahuètes creamy,Menguy's,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Produits à tartiner,Fruits à coques et dérivés,Pâtes à tartiner végétales,Fruits à coques,Purées d'oléagineux,Beurres de fruits à coques,Beurres de cacahuètes",c,3.0,d,629.0,52.0,9.5,12.0,8.7,6.7,25.0,0.86,"CACAHUETES (86%), beurre végétal (sal, cacao), sucre, sel. Traces éventuelles de fruits à coque, soja, gluten de blé.","en:milk,en:peanuts",0.0,https://images.openfoodfacts.org/images/products/332/727/210/7259/front_en.49.400.jpg,3.0,4.0
6111162000723,Délicia - Confiture d'abricot,Delicia,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Aliments à base de fruits et de légumes, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures d'abricot",unknown,3.0,a,272.0,0.12,,67.36,,,0.41,,"Abricots, sucre, acide critique.",,0.0,https://images.openfoodfacts.org/images/products/611/116/200/0723/front_fr.17.400.jpg,,1.0
3664346312936,Pâte à tartiner,Poulain,"Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads",e,4.0,d,522.0,28.0,5.1,60.0,59.0,3.5,5.4,0.1,"Sucre, huile de tournesol, noisettes (13 %), cacao maigre en poudre (7 %), lait écrémé en poudre, lactosérum (de lait), lactose (de lait), beurre de cacao, émulsifiant (lécithine de tournesol), arôme naturel de vanille,","en:milk,en:nuts",1.0,https://images.openfoodfacts.org/images/products/366/434/631/2936/front_fr.121.400.jpg,5.0,4.0
6111162001164,Delicia,Délicia,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fraises",unknown,3.0,b,250.0,0.3,,61.33,,,0.5,,"Fraises, sucre, acide citrique.",,1.0,https://images.openfoodfacts.org/images/products/611/116/200/1164/front_fr.14.400.jpg,,2.0
80135876,Nutella 400g,"Nutella,Ferrero","Lanches comida,Pequenos alomoços,Produtos para barrar,Lanches doces,Doces para barrar,fr:Pâtes à tartiner,Creme para barrar de avelã,Creme para barrar de chocolate,Creme para barrar de avelã e cacau",e,4.0,e,539.0,30.9,10.6,57.5,56.3,,6.3,0.1075,"sugar, vegetable fat (palm), hazelnuts (13%), skimmed milk powder (8,7%), fat reduced cocoa powder (7,4%), emulsifier (lecithins (soy/sunflower flavouring (natural identical vanillini,","en:nuts,en:soybeans",1.0,https://images.openfoodfacts.org/images/products/000/008/013/5876/front_en.148.400.jpg,5.0,5.0
3366321051686,Oméga 3 Doux Tartine & Cuisson,St Hubert,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner salés,Matières grasses à tartiner,Matières grasses végétales,Margarines,Margarines allégées,Margarines riche en oméga 3",c,4.0,c,468.0,52.0,15.0,0.0,0.0,,0.0,0.42,"Huiles et stéarines végétales 51% (colza 30%, palmiste, lin 5,4%, palme), eau, émulsifiant (lécithine de SOJA), sel, arômes, colorant (bêta-carotène), vitamine B1. Traces éventuelles d'ARACHIDES.",en:soybeans,2.0,https://images.openfoodfacts.org/images/products/336/632/105/1686/front_fr.121.400.jpg,3.0,3.0
8000500082379,nutella,Ferrero,"Breakfasts, Spreads, Festive foods, Sweet spreads, Christmas foods and drinks, fr:Pâtes à tartiner, Hazelnut spreads, Chocolate spreads, Cocoa and hazelnuts spreads",e,4.0,d,539.0,30.9,10.6,57.5,56.3,,6.3,0.17,"Sucre, huile de palme, _NOISETTES_ 13%, _LAIT_ écrémé en poudre 8,7%, cacao maigre 7,4%, émulsifiant: lécithines (_SOJA_), vanilline","en:milk,en:nuts,en:soybeans",1.0,https://images.openfoodfacts.org/images/products/800/050/008/2379/front_en.151.400.jpg,5.0,4.0
3330720237361,Pâte à tartiner noisette du Lot et Garonne cacao,Lucien Georgelin,"Breakfasts, Spreads, Sweet spreads, fr:Pâtes à tartiner, en:cocoa-and-hazelnuts-spreads",e,4.0,c,552.0,33.0,3.0,56.0,55.0,0.0,8.6,0.13,"Sucre, huile de colza, noisette 16% (origine France), poudre de lait écrémé, poudre de cacão maigre 7%, émulsifiant: lécithine de tournesol. Traces possibles de sésame et autres fruits à coques. (*feves origine Afrique de l'Ouest)","en:milk,en:nuts",1.0,https://images.openfoodfacts.org/images/products/333/072/023/7361/front_fr.187.400.jpg,5.0,3.0
8052575090292,Nocciolata - Pâte à tartiner au cacao et noisettes,RIGONI DI ASIAGO BIO,"Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads",e,4.0,b,545.0,33.0,5.5,55.0,53.0,4.8,5.4,0.0,"Sucre*, pâte de noisettes* 19,5%, huile de tournesol*, cacao maigre en poudre* 11%, beurre de cacao*, émulsifiant (lécithine de soja), extrait de vanille.","en:nuts,en:soybeans",1.0,https://images.openfoodfacts.org/images/products/805/257/509/0292/front_en.34.400.jpg,5.0,2.0
3608580124108,Be Nuts! Pâte à tartiner Cacahuète,Andros,"Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Beurres de cacahuetes croustillants",c,4.0,c,612.0,49.0,8.7,18.0,12.0,5.4,22.0,0.53,"Cacahuètes torréfiées 85%, sucre, beurre de cacao, huile de tournesol, sel, extrait de vanille, émulsifiant : lécithine de tournesol,

Peut contenir des fruits à coque et des graines de sésame,",en:peanuts,1.0,https://images.openfoodfacts.org/images/products/360/858/012/4108/front_fr.33.400.jpg,3.0,3.0
3155250364772,Primevère Tartine & Cuisson,Primevère,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner salés,Matières grasses végétales,Matières grasses à tartiner,Margarines,Margarines allégées,Beurre cuisson et tartine",c,4.0,b,566.0,63.0,17.0,0.0,0.0,0.0,0.0,0.3,"Huiles végétales non hydrogénées 62% (de colza origine France, palmiste, palme, lin), eau, émulsifiants (lécithines de tournesol), sel, arômes naturels, jus de citron concentré, antioxydant (extrait de romarin), colorant (bêta-carotène), vitamine B1",,3.0,https://images.openfoodfacts.org/images/products/315/525/036/4772/front_en.113.400.jpg,3.0,2.0
6111262820245,Pâte a tartiner,dulcetto,"Breakfasts, Spreads, Sweet spreads, fr:Pâtes à tartiner, Hazelnut spreads, en:chocolate-spreads",e,4.0,d,522.0,25.5,0.0,71.8,71.7,,1.3,0.1,"Sucre, huiles et graisses végétales, cacao en poudre, perméat de lactoserum en poudre, pâte de noisette, sel, émulsifiant: lecithine de soja E471, arôme de vanille et de noisette (E) INGREDIENTS: Sugar, vegetable oils and fats, cocoa powder, whey permeate powder, Hazelnut paste, salt, emulsifier: soy lecithine E471, vanilla and hazelnut flavor. TORIS COLLES N° ONSSA PPV.3.213.21",,1.0,https://images.openfoodfacts.org/images/products/611/126/282/0245/front_fr.3.400.jpg,5.0,4.0
20713713,Chocolat noir Equateur Bio,J.D. Gross,"Plant-based foods and beverages,Plant-based foods,Snacks,Fats,Sweet snacks,Cocoa and its products,Vegetable fats,Chocolates,Dark chocolates",d,2.0,c,639.0,55.3,34.0,20.6,14.0,11.5,9.0,0.01,"Pâte de cacao 50%, beurre de cacao 35%, sucre, extrait de vanille",,0.0,https://images.openfoodfacts.org/images/products/000/002/071/3713/front_fr.126.400.jpg,4.0,3.0
3017620420702,Nutella pâte à tartiner aux noisettes et au cacao,"Ferrero, Nutella","Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner aux noisettes,Pâtes à tartiner au chocolat,Pâtes à tartiner aux noisettes et au cacao",e,4.0,d,539.0,30.9,10.6,57.5,56.3,,6.3,0.107,"Sucre, huile de palme, NOISETTES 13%, LAIT écrémé en poudre 8,7%, cacao maigre 7,4%, émulsifiants: lécithines [SOJA]; vanilline.","en:milk,en:nuts,en:soybeans",2.0,https://images.openfoodfacts.org/images/products/301/762/042/0702/front_en.127.400.jpg,5.0,4.0
6111021013208,Confiture De Fraises Aicha,"Aïcha,Extra","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Petit-déjeuners,Produits à tartiner,Fruits et produits dérivés,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits rouges,Confitures de fraises,confiture de fraises",d,4.0,b,239.0,0.3,0.0,59.8,57.5,1.5,0.0,0.0,"Fraises, sucre, pectine de fruits, acidifiant : acide citrique",,2.0,https://images.openfoodfacts.org/images/products/611/102/101/3208/front_fr.27.400.jpg,4.0,2.0
6111203005014,MARG VITAL OVAL PF 200G,vital,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Produits à tartiner, Pâtes à tartiner végétales, Matières grasses à tartiner, Matières grasses végétales, Margarines",b,4.0,c,514.0,57.0,0.0,0.5,0.0,,0.5,0.0,"Huiles végétales non hydrogénées, eau, sel, sucre, mono-diglycérides végétales, lécithine de soja, amidon, antioxydant, sorbate de potassium, acide citrique, arôme, ẞ-carotène.",,3.0,https://images.openfoodfacts.org/images/products/611/120/300/5014/front_fr.47.400.jpg,2.0,3.0
80861263,Pâte à tartiner,Nutella,"Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads",e,4.0,d,539.0,30.9,10.6,57.5,56.3,,6.3,0.11,"sucre, huile de palme, noisette 13%, lait écrémé en poudre 8,7%, cacao maigre 7,4%, émulsifiants : lécithines (soja) ; vanilline.","en:milk,en:nuts,en:soybeans",2.0,https://images.openfoodfacts.org/images/products/000/008/086/1263/front_fr.16.400.jpg,5.0,4.0
6111184004129,Mayonnaise recette originale,Star,"Condiments,Matières grasses,Sauces,Mayonnaises,en:groceries",d,4.0,d,592.0,65.21,9.8,0.22,0.05,,1.12,1.75,"Huile de soja, eau, vinaigre de table, jaune d’œufs, moutarde&quot;, sel, stabilisants (E412, E415), conservateur : (E202, E211) et antioxydant : E330. * contient des sulfites","en:eggs,en:mustard,en:soybeans,en:sulphur-dioxide-and-sulphites",5.0,https://images.openfoodfacts.org/images/products/611/118/400/4129/front_en.55.400.jpg,4.0,4.0
6111184004730,Ketchup star 310 g,Star,"en:Condiments, en:Sauces, en:Tomato sauces, en:Ketchup, en:Groceries",c,,b,108.0,0.08,0.0,25.7,22.36,0.0,1.12,0.00555,"Eau, sucre, concentré de tomates, vinaigre de table,épaississant: amidon modifié, sel, conservateurs: (E202, E211) et épices",,0.0,https://images.openfoodfacts.org/images/products/611/118/400/4730/front_en.51.400.jpg,3.0,2.0
8445290615350,sauce tomate cuisinée,solis,Sauces tomate,c,4.0,b,68.0,0.4,0.0,7.6,4.4,2.0,1.6,1.0,"Tomato, tomato concentrate, water, non-hydrogenated sunflower oil, sugar, modified corn starch, salt, natural onion flavor, onion, garlic, white pepper",,0.0,https://images.openfoodfacts.org/images/products/844/529/061/5350/front_fr.18.400.jpg,3.0,2.0
6111184000619,Mayonnaise,Star,"Condiments,Matières grasses,Sauces,Mayonnaises,en:groceries",d,,c,592.0,65.21,9.8,0.22,0.05,,1.12,1.75,"المكونات: زيت الصوجا، ماء، خل المائدة, أصفر البيض، خردل*، ملح, مثبت E415، مواد حافظة: (E202,E211) ومضادات الأكسدة:( E330, E385) 
*يحتوي على السولفيت",,4.0,https://images.openfoodfacts.org/images/products/611/118/400/0619/front_fr.19.400.jpg,4.0,3.0
50457236,Tomato Ketchup,Heinz,"Condiments,Sauces,Tomato sauces,Ketchup,Tomato Ketchup,Groceries",c,3.0,a,100.0,0.0,,23.3,22.7,,1.33,0.988,"tomatoes, spirit vinegar, sugar, salt, spice and herb extracts (contain _celery_), spice",en:celery,0.0,https://images.openfoodfacts.org/images/products/000/005/045/7236/front_en.48.400.jpg,3.0,1.0
87157215,Tomato Ketchup,Heinz,"Condiments,Sauces,Tomato sauces,Ketchup,Tomato Ketchup",d,3.0,a,102.0,0.1,0.1,23.2,22.8,,1.2,1.8,"Tomates, vinaigre, sucre, sel, extraits d'épices et d'herbes, céleri, épice.",en:celery,0.0,https://images.openfoodfacts.org/images/products/000/008/715/7215/front_en.208.400.jpg,4.0,1.0
50457250,Tomato Ketchup,Heinz,"Condiments, Sauces, Tomato sauces, Ketchup, Tomato Ketchup, Groceries",d,3.0,a,102.0,0.1,0.1,23.2,22.8,,1.2,1.77,"Tomates, vinaigre d'alcool, sucre, sel,extraits d'épices et d'herbes (contient _céleri_), épice.",en:celery,0.0,https://images.openfoodfacts.org/images/products/000/005/045/7250/front_en.48.400.jpg,4.0,1.0
6111184001203,Moutarde 10.50 g,Star,"Condiments,Sauces,Mustards,Groceries  Condiments  Sauces  Epicerie  Moutardes",e,4.0,c,158.7,11.19,0.71,7.07,1.94,,7.44,6.54,"Eau, graines de moutarde, vinaigre de table, sel, huile de soja, stabilisants (E412), conservateur E224 et antioxydant E330",en:mustard,3.0,https://images.openfoodfacts.org/images/products/611/118/400/1203/front_fr.60.400.jpg,5.0,3.0
5000157024671,BEANZ In a rich tomato sauce,HEINZ,"Растителни храни и напитки,Растителни храни,en:Fruits and vegetables based foods,Зеленчуци и зеленчукови продукти,en:Vegetable-based foods and beverages,Консерви,Зеленчуци,Зеленчукови храни,Консервирани растителни храни,en:Prepared vegetables,Печен боб в доматен сос,en:Canned legumes,Боб от консерва",a,4.0,a,79.0,0.2,0.1,12.9,5.0,3.7,4.7,0.6,"Haricots blancs 51%, tomates 34%, eau, sucre, vinaigre d'alcool, amidon modifié de maïs, sel, extraits d'épices, extraits d'herbes",,0.0,https://images.openfoodfacts.org/images/products/500/015/702/4671/front_en.408.400.jpg,1.0,1.0
50457243,Tomato Ketchup,Heinz,"Condiments,Sauces,Tomato sauces,Ketchup,Tomato Ketchup,Groceries",d,3.0,a,102.0,0.1,0.0,23.2,22.8,0.0,1.2,1.8,"Tomatoes, Spirit Vinegar, Sugar, Salt, Spice and Herb Extracts (contain Celery), Spice.",en:celery,0.0,https://images.openfoodfacts.org/images/products/000/005/045/7243/front_en.84.400.jpg,4.0,1.0
8722700479475,Real Mayonnaise,Hellmann's,"Condiments,Sauces,Sauces salades,Mayonnaises,en:Groceries",e,4.0,c,725.0,79.0,6.2,1.4,1.3,,1.1,1.18,"Huile de colza(78%), eau, œuf et jaune d'œuf pasteurisés de poules élevées en plein air (7,9%), Vinaigre d'alcool, sel, sucre, huile de tournesol, concentré de jus de citron, antioxydant E385, arômes, extrait de paprika",en:eggs,2.0,https://images.openfoodfacts.org/images/products/872/270/047/9475/front_en.80.400.jpg,5.0,3.0
6111250472241,Bol Bol Ketchup,Bol&Bol,"Condiments, Sauces, Sauces tomate, Ketchup",e,4.0,b,122.0,0.1,0.0,28.0,25.0,0.0,1.0,3.5,"Eau, sucre, concentré de tomate, vinaigre de table, amidon de pomme de terre modifié, sel et arôme.",,0.0,https://images.openfoodfacts.org/images/products/611/125/047/2241/front_fr.4.400.jpg,5.0,2.0
6111184003276,Assaisonnement aromatisé au citron,Star,"Condiments,Sauces,Sauces salades",a,,d,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,Vinaigre de table et émulsion de citron,,0.0,https://images.openfoodfacts.org/images/products/611/118/400/3276/front_ar.17.400.jpg,1.0,4.0
3033710084913,Arome MAGGI,"Nestlé, Maggi","Condiments, Additifs alimentaires, Sauces, Arômes",not-applicable,4.0,unknown,69.0,0.5,0.1,6.5,3.5,0.5,9.8,18.3,"Arômes (protéines de blé), eau, sel, exhausteurs de goût : glutamate monosodique, inosinate disodique ; sucre.",en:gluten,2.0,https://images.openfoodfacts.org/images/products/303/371/008/4913/front_en.257.400.jpg,,
6111251753899,Olla,Olla,"Condiments,Sauces,Tomato sauces",c,4.0,b,73.0,3.3,0.3,8.7,2.3,1.3,1.3,2.25,"Puré de tomate, aceite de girasol, azúcar, almidón modificado de maiz, sal, aroma de verduras.",,0.0,https://images.openfoodfacts.org/images/products/611/125/175/3899/front_es.18.400.jpg,3.0,2.0
5000157076410,Seriously Good Times Mayonnaise,Heinz,"Condiments, Sauces, Mayonnaises, Groceries",d,3.0,c,644.0,70.0,5.3,3.0,1.5,,0.8,0.9825,"rapeseed oil 68%, water, pasteurized egg yolk* 5%, spirit vinegar, sugar, starch, salt, mustard seeds, spices, antioxidant (calcium disodium edta).",,1.0,https://images.openfoodfacts.org/images/products/500/015/707/6410/front_en.46.400.jpg,4.0,3.0
8720182556738,Maille Moutarde Fine de Dijon L'Originale Bocal 360g,Maille,"Condiments, Sauces, Moutardes, Moutardes de Dijon",e,3.0,b,144.0,10.0,0.7,2.6,2.0,3.8,7.6,4.9,"Eau, graines de MOUTARDE, vinaigre d'alcool, sel, acidifiant : acide citrique, conservateur : DISULFITE de potassium.","en:mustard,en:sulphur-dioxide-and-sulphites",2.0,https://images.openfoodfacts.org/images/products/872/018/255/6738/front_fr.46.400.jpg,5.0,2.0
8715035110106,Sojasauce,Kikkoman,"Smaakmakers,Sauzen,Sojasauzen,Zoute sojasauzen",e,3.0,a-plus,77.0,0.0,0.0,3.2,0.6,,10.0,16.9,"Eau, graines de soja, blé, sel.","en:gluten,en:soybeans",0.0,https://images.openfoodfacts.org/images/products/871/503/511/0106/front_en.247.400.jpg,5.0,
6111184000657,Star Mayonnaise,Star,"Condiments, Sauces, Mayonnaises",e,4.0,c,592.0,65.21,9.8,,0.05,,1.12,1.75,"Huile de soja, eau, vincigre de ioble, jaune d'aeufs, moutarde';, sel, stobilisants (EA12 ,E415), conservateurs (E202,E211) elantorydants(E330,E385):Contient des sulfies","en:mustard,en:soybeans",5.0,https://images.openfoodfacts.org/images/products/611/118/400/0657/front_en.31.400.jpg,5.0,3.0
