alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_sci,"energie, règlement ue n° 1169/2011 (kj/100 g)","energie, règlement ue n° 1169/2011 (kcal/100 g)","energie, n x facteur jones, avec fibres  (kj/100 g)","energie, n x facteur jones, avec fibres  (kcal/100 g)",eau (g/100 g),"protéines, n x facteur de jones (g/100 g)","protéines, n x 6.25 (g/100 g)",glucides (g/100 g),lipides (g/100 g),sucres (g/100 g),fructose (g/100 g),galactose (g/100 g),glucose (g/100 g),lactose (g/100 g),maltose (g/100 g),saccharose (g/100 g),amidon (g/100 g),fibres alimentaires (g/100 g),polyols totaux (g/100 g),cendres (g/100 g),alcool (g/100 g),acides organiques (g/100 g),ag saturés (g/100 g),ag monoinsaturés (g/100 g),ag polyinsaturés (g/100 g),"ag 4:0, butyrique (g/100 g)","ag 6:0, caproïque (g/100 g)","ag 8:0, caprylique (g/100 g)","ag 10:0, caprique (g/100 g)","ag 12:0, laurique (g/100 g)","ag 14:0, myristique (g/100 g)","ag 16:0, palmitique (g/100 g)","ag 18:0, stéarique (g/100 g)","ag 18:1 9c (n-9), oléique (g/100 g)","ag 18:2 9c,12c (n-6), linoléique (g/100 g)","ag 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","ag 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","ag 20:5 5c,8c,11c,14c,17c (n-3) epa (g/100 g)","ag 22:6 4c,7c,10c,13c,16c,19c (n-3) dha (g/100 g)",cholestérol (mg/100 g),sel chlorure de sodium (g/100 g),calcium (mg/100 g),chlorure (mg/100 g),cuivre (mg/100 g),fer (mg/100 g),iode (µg/100 g),magnésium (mg/100 g),manganèse (mg/100 g),phosphore (mg/100 g),potassium (mg/100 g),sélénium (µg/100 g),sodium (mg/100 g),zinc (mg/100 g),rétinol (µg/100 g),beta-carotène (µg/100 g),vitamine d (µg/100 g),vitamine e (mg/100 g),vitamine k1 (µg/100 g),vitamine k2 (µg/100 g),vitamine c (mg/100 g),vitamine b1 ou thiamine (mg/100 g),vitamine b2 ou riboflavine (mg/100 g),vitamine b3 ou pp ou niacine (mg/100 g),vitamine b5 ou acide pantothénique (mg/100 g),vitamine b6 (mg/100 g),vitamine b9 ou folates totaux (µg/100 g),vitamine b12 (µg/100 g)
4,403,40308,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,,30731,Cervelas obernois,,1260.0,305.0,1260.0,305.0,,13.0,13.0,1.0,,,,,,,,,,,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,800.0,,,,,,,,,,,,,,,
4,403,40308,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,,30732,"Cervelas à l'ail, pur porc",,1230.0,297.0,1230.0,297.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,1460.0,,,,,,,,,,,,,,,,,,,,,,,,
4,403,40308,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,,30789,Mortadelle,,1260.0,305.0,1260.0,305.0,,15.0,15.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,1340.0,,,,,,127.0,270.0,,851.0,,7.0,,,,,,,,,,,,,
4,403,40308,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,,30790,"Mortadelle, pur porc",,1230.0,298.0,1230.0,298.0,,,,,,1.0,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,70.0,,19.0,,,,,,,180.0,236.0,,850.0,,,0.0,,,,,0.0,,,,,,4.0,
4,403,40308,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,,30791,"Mortadelle, porc et boeuf",,1230.0,297.0,1230.0,297.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,56.0,,18.0,1570.0,,,,11.0,,97.0,163.0,,1250.0,,0.0,0.0,1.0,,,,0.0,,,,,,3.0,
4,403,40308,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,,30797,Mortadelle pistachée pur porc,,1330.0,320.0,1330.0,320.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1460.0,,,,,,,,,822.0,,,,,,,,,,,,,,,
4,403,40308,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,,30801,Saucisson de cheval type cervelas,,,,,,,,,,20.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,15.0,1160.0,,,,13.0,,290.0,200.0,,985.0,,,,,,,,,,,,,,,
4,403,40309,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,,1030,"Spécialité végétale type jambon cuit, préemballée",,1010.0,242.0,1010.0,242.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,32.0,969.0,,,,24.0,,87.0,100.0,,646.0,,,,,,,,,,,,,,,
4,403,40309,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,,1031,"Spécialité végétale type pâté, préemballée",,816.0,197.0,816.0,197.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,30.0,793.0,,,40.0,23.0,,72.0,170.0,,509.0,,,362.0,,,,,,,,,,,,
4,403,40309,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,,20337,"Saucisse végétale au tofu (convient aux véganes ou végétaliens), préemballée",,963.0,231.0,941.0,226.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,140.0,1040.0,,2.0,,58.0,,210.0,120.0,,670.0,,,,,,,,,,,,,,,
4,403,40309,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,,20338,"Quenelle au tofu (ne convient pas aux véganes ou végétaliens), préemballée",,570.0,136.0,552.0,132.0,,11.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,120.0,604.0,,,,41.0,,130.0,130.0,,405.0,1.0,,289.0,,,,,,,,,,,,
4,403,40309,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,,25232,"Saucisse végétale au blé ou seitan, préemballé",,1050.0,250.0,1020.0,243.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,37.0,1100.0,,,,32.0,,110.0,200.0,,728.0,,,132.0,,,,,,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,6260,"Haché à base de boeuf ou Préparation de viande hachée de boeuf, 15% MG, cru, prémeballé",,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,,,,,,,,,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,25089,"Cordon bleu de volaille, préemballé",,944.0,226.0,944.0,226.0,,14.0,14.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,172.0,336.0,,683.0,,25.0,7.0,,,,,0.0,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,25163,"Boeuf, boulettes cuites",,906.0,217.0,906.0,217.0,62.0,,,,,2.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,37.0,,29.0,,,,,,,172.0,326.0,,452.0,,,160.0,,,,,,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,25173,"Veau, escalope panée, cuite",,1130.0,271.0,1130.0,271.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,328.0,,394.0,,,,,,,,,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,25186,"Boulettes au porc et au boeuf (à la suédoise), préemballées, crues",,1080.0,260.0,1080.0,260.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,12.0,953.0,,,,16.0,,130.0,250.0,,603.0,,,,,,,,,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,25194,"Boulettes au boeuf et à l'agneau (type kefta), préemballées, crues",,1030.0,247.0,1030.0,247.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,24.0,641.0,,,,26.0,,150.0,330.0,,413.0,,,,,,,,,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,25504,Brochette de volaille,,811.0,195.0,811.0,195.0,,,,,13.0,0.0,,,,,,,,0.0,0.0,,0.0,,2.0,,,,,,,,,,,,,,,,,,,14.0,,,1.0,,,,151.0,239.0,,114.0,,,,,,,,,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,25505,Brochette de boeuf,,793.0,191.0,793.0,191.0,,,,,,0.0,,,,,,,,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,172.0,307.0,,50.0,,0.0,,0.0,,,,,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,25506,Brochette mixte de viande,,866.0,208.0,866.0,208.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,273.0,,247.0,,,,,,,,,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,25512,"Volaille, croquette panée ou nuggets",,1000.0,239.0,1000.0,239.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,225.0,215.0,,676.0,,,,,,,,0.0,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,25541,Brochette d'agneau,,467.0,112.0,467.0,112.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,240.0,,190.0,,0.0,135.0,0.0,,,,,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,25566,"Brochette de porc, crue",,549.0,131.0,549.0,131.0,,,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,,,,,,,,,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,36027,"Poulet, croquette panée ou nuggets",,1050.0,250.0,1050.0,250.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,25.0,792.0,,1.0,60.0,25.0,,190.0,270.0,,547.0,,,,,,,,,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,36035,"Poulet, manchons marinés, rôtis/cuits au four",,890.0,213.0,890.0,213.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,108.0,,,985.0,,,41.0,,,168.0,,,674.0,,,62.0,,,,,,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,36036,"Poulet, escalope panée",,1410.0,339.0,1410.0,339.0,,,,,24.0,,,,,,1.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,22.0,786.0,,,,26.0,,160.0,230.0,,504.0,,,,,,,,,,,,,,,
4,404,0,"viandes, œufs, poissons et assimilés",autres produits à base de viande,,36318,"Dinde, escalope viennoise ou milanaise ou escalope panée",,882.0,211.0,882.0,211.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,,,,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,25996,"Saumon, cuit, sans précision (aliment moyen)",,854.0,205.0,854.0,205.0,,23.0,23.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,383.0,,,,,,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,25997,"Cabillaud, cuit, sans précision (aliment moyen)",,420.0,,420.0,,75.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,368.0,,,122.0,,,193.0,321.0,,,,,0.0,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,25998,"Hareng fumé, filet, doux",,676.0,162.0,676.0,162.0,,,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,62.0,2310.0,,,,39.0,,250.0,380.0,30.0,1510.0,,,,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26003,"Carrelet ou plie, cuit à la vapeur",,393.0,93.0,393.0,93.0,78.0,19.0,19.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,0.0,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26008,"Églefin, cuit à la vapeur",,377.0,89.0,377.0,89.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,38.0,,26.0,,,,260.0,24.0,,200.0,370.0,,73.0,,,,,,,,,,,,,,9.0,2.0
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26012,"Hareng, frit",,840.0,201.0,840.0,201.0,,23.0,23.0,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,57.0,,,,,,38.0,,,,,,,,,0.0,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26013,"Hareng fumé, au naturel",,721.0,173.0,721.0,173.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2910.0,,1.0,40.0,,,155.0,226.0,28.0,1590.0,,12.0,0.0,22.0,,0.0,,0.0,,,,,,10.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26014,"Hareng, grillé/poêlé",,788.0,189.0,788.0,189.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,220.0,,,,,,307.0,425.0,46.0,138.0,,35.0,0.0,,,,,,,,,,,11.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26015,"Lieu noir, cuit",,423.0,,423.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,105.0,,,,,,12.0,36.0,,152.0,224.0,,102.0,,8.0,,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26017,"Limande-sole, cuite à la vapeur",,380.0,,380.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,73.0,,21.0,120.0,,,,20.0,0.0,250.0,280.0,73.0,120.0,,0.0,0.0,0.0,,,,0.0,,,,,,13.0,1.0
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26019,"Maquereau, rôti/cuit au four",,949.0,228.0,949.0,228.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,401.0,,83.0,,62.0,,,,,,,,,,,,,19.0
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26020,"Maquereau, frit",,777.0,186.0,777.0,186.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,107.0,,,273.0,323.0,,,1.0,,0.0,,,,,,,,,,,,12.0
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26021,"Merlan, frit",,526.0,125.0,526.0,125.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,213.0,,,165.0,402.0,,171.0,,,0.0,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26022,"Merlan, cuit à la vapeur",,417.0,,417.0,,,23.0,23.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,55.0,,21.0,140.0,,,75.0,28.0,,190.0,400.0,25.0,110.0,,0.0,,0.0,,,,0.0,,,,,,0.0,0.0
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26023,"Cabillaud, rôti/cuit au four",,401.0,,401.0,,76.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,520.0,,,130.0,,,164.0,297.0,,,,8.0,0.0,,,,,1.0,,,,,,10.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26024,"Morue, salée, bouillie/cuite à l'eau",,480.0,113.0,480.0,113.0,,26.0,26.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,5.0,,,74.0,,,42.0,110.0,,2320.0,,,,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26025,"Cabillaud, cuit à la vapeur",,451.0,106.0,451.0,106.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,10.0,120.0,,,110.0,21.0,,240.0,360.0,,65.0,,2.0,,0.0,,0.0,,0.0,,,,,,13.0,2.0
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26026,"Mulet, rôti/cuit au four",,602.0,143.0,602.0,143.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,63.0,,31.0,,,,190.0,33.0,,244.0,458.0,,71.0,,42.0,0.0,0.0,0.0,,,,,,,,,10.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26031,"Raie, rôtie/cuite au four",,409.0,,409.0,,,23.0,23.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,50.0,260.0,,,,37.0,0.0,220.0,320.0,,150.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,8.0
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26033,"Roussette ou petite roussette ou saumonette, cuite",,1070.0,256.0,1070.0,256.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,5.0,0.0,,,,,,,,,,,3.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26037,Saumon fumé,,743.0,178.0,743.0,178.0,,22.0,22.0,,,0.0,,,,0.0,,,0.0,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,,,,,,,,,2000.0,,,40.0,,,214.0,551.0,,1410.0,,15.0,,,,0.0,,0.0,,,10.0,,1.0,26.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26038,"Saumon, cuit à la vapeur",,816.0,195.0,816.0,195.0,,23.0,23.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,63.0,,,17.0,,,270.0,390.0,19.0,,,5.0,0.0,,,,,0.0,,,7.0,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26041,"Thon, rôti/cuit au four",,576.0,136.0,576.0,136.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,150.0,46.0,,273.0,445.0,,56.0,,8.0,0.0,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26059,"Sole, cuite à la vapeur",,400.0,,400.0,,77.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,96.0,,,,,,,128.0,175.0,103.0,166.0,,,0.0,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26060,"Sole, rôtie/cuite au four",,330.0,,330.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,30.0,,,285.0,224.0,,117.0,,12.0,0.0,,,,,0.0,,,,,,6.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26061,"Sole, bouillie/cuite à l'eau",,292.0,69.0,292.0,69.0,84.0,15.0,15.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,65.0,,90.0,,,,,22.0,,195.0,137.0,,82.0,,,,,,,,,,,,,1.0,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26062,"Sole, frite",,306.0,,306.0,,83.0,,,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,65.0,,,,,,,28.0,,250.0,240.0,,144.0,,,,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26073,"Raie, cuite au court-bouillon",,415.0,,415.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,67.0,,,,,,,,0.0,163.0,,,161.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26081,"Lotte ou baudroie, grillée/poêlée",,417.0,,417.0,,75.0,23.0,23.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,26.0,,11.0,,,,,,,368.0,472.0,,,,50.0,0.0,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26087,"Maquereau, fumé",,1220.0,294.0,1220.0,294.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,80.0,,20.0,1130.0,,,,29.0,,267.0,312.0,,384.0,,,,,,0.0,,0.0,,,10.0,,,8.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26090,Haddock (fumé) ou églefin fumé,,411.0,97.0,411.0,97.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,77.0,,49.0,1200.0,,,255.0,54.0,,251.0,415.0,28.0,763.0,,24.0,0.0,,,,,0.0,,,,,,15.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26093,"Espadon, rôti/cuit au four",,1110.0,266.0,1110.0,266.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,129.0,,,170.0,,,,,,200.0,475.0,122.0,,,43.0,0.0,,,,,0.0,,,,,,2.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26094,"Turbot, rôti/cuit au four",,497.0,118.0,497.0,118.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,62.0,,,180.0,,,30.0,,,213.0,323.0,,192.0,,12.0,0.0,0.0,0.0,,,,,,,,,9.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26120,"Merlu, cuit à l'étouffée",,472.0,112.0,472.0,112.0,,,,,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,190.0,290.0,22.0,,,,0.0,,,,,0.0,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26126,"Églefin, grillé/poêlé",,360.0,,360.0,,,20.0,20.0,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,66.0,,14.0,,,,,26.0,,278.0,351.0,,261.0,,21.0,0.0,,,,,0.0,,,,,,13.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26136,"Sardine, grillée",,812.0,194.0,812.0,194.0,64.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,130.0,170.0,,,32.0,34.0,,320.0,400.0,38.0,140.0,,0.0,0.0,,,,,,,,,,,4.0,12.0
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26147,"Vivaneau, cuit",,511.0,121.0,511.0,121.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,47.0,,40.0,,,,,37.0,,201.0,522.0,,57.0,,35.0,,,,,,,,,,,,6.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26148,"Rascasse, cuite à la vapeur",,533.0,126.0,533.0,126.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,14.0,115.0,,,,33.0,,200.0,380.0,80.0,,,,,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26152,"Lieu ou colin d'Alaska, fumé",,344.0,,344.0,,,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26192,"Lieu jaune ou colin, cuit",,425.0,100.0,425.0,100.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,127.0,,,150.0,,,230.0,388.0,,,,,,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26211,"Saumon, cuit au micro-ondes, élevage",,834.0,200.0,834.0,200.0,63.0,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,250.0,402.0,,39.0,,15.0,,,,,,,,,,,,19.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26217,"Saumon, bouilli/cuit à l'eau, élevage",,805.0,193.0,805.0,193.0,,25.0,25.0,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,347.0,,,,14.0,,,,,,,,,,,,28.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26222,"Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four",,512.0,121.0,512.0,121.0,71.0,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,
